lead_id,created_at,vertical,traffic_source,sub_id,state,cpl,status,buyer,sold_price,return_reason
L000291,2026-06-02 19:17,bathroom,native,nt_02,FL,25.85,unsold,,,
L000292,2026-06-02 11:38,windows,facebook,fb_04,ND,23.44,sold,BuyerA,31.1,
L000293,2026-06-02 10:40,bathroom,facebook,fb_08,TX,30.26,sold,BuyerB,48.77,
L000294,2026-06-02 23:17,roofing,facebook,fb_05,CA,23.2,sold,BuyerD,34.76,
L000295,2026-06-02 11:48,roofing,facebook,fb_05,SC,20.99,sold,BuyerA,36.1,
L000296,2026-06-02 12:14,roofing,facebook,fb_04,GA,25.34,sold,BuyerC,50.73,
L000297,2026-06-02 15:56,roofing,google,g_01,MI,25.48,sold,BuyerA,36.96,
L000298,2026-06-02 6:20,windows,google,g_01,TX,29.71,sold,BuyerA,30.14,
L000299,2026-06-02 14:05,roofing,facebook,fb_04,OH,20.56,sold,BuyerA,33.13,
L000300,2026-06-02 21:28,roofing,facebook,fb_03,SC,24.92,sold,BuyerD,33.41,
L000301,2026-06-02 16:15,windows,facebook,fb_08,NC,17.06,sold,BuyerB,30.15,
L000302,2026-06-02 17:56,bathroom,facebook,fb_05,CO,24.31,sold,BuyerB,42.14,
L000303,2026-06-02 17:09,windows,native,nt_02,TX,14.67,sold,BuyerA,32.3,
L000304,2026-06-02 9:17,bathroom,facebook,fb_07,GA,22.4,sold,BuyerB,45.69,
L000305,2026-06-02 14:17,windows,facebook,fb_02,GA,18.85,sold,BuyerA,30.46,
L000306,2026-06-02 17:18,roofing,facebook,fb_07,GA,25.73,sold,BuyerC,52.84,
L000307,2026-06-02 15:49,roofing,google,g_01,IL,30.83,sold,BuyerA,38.17,
L000308,2026-06-02 9:56,roofing,facebook,fb_01,PA,23.63,unsold,,,
L000309,2026-06-02 6:02,windows,facebook,fb_02,MI,18.46,sold,BuyerA,31.45,
L000310,2026-06-02 6:49,windows,facebook,fb_07,IL,21.49,unsold,,,
L000311,2026-06-02 18:23,windows,facebook,fb_01,AZ,19.6,sold,BuyerA,32.52,
L000312,2026-06-02 16:31,roofing,facebook,fb_01,MI,26,sold,BuyerA,39.45,
L000313,2026-06-02 10:52,roofing,facebook,fb_07,ID,23.59,unsold,,,
L000314,2026-06-02 16:28,roofing,google,g_03,IN,33.23,unsold,,,
L000315,2026-06-02 12:31,windows,facebook,fb_02,AZ,15.89,sold,BuyerA,31.79,
L000316,2026-06-02 9:41,roofing,facebook,fb_02,GA,20.21,returned,BuyerC,53.7,changed_mind
L000317,2026-06-02 15:29,roofing,google,g_01,IL,31.59,sold,BuyerA,35.78,
L000318,2026-06-02 12:47,roofing,facebook,fb_08,ID,23.88,sold,BuyerD,37.3,
L000319,2026-06-02 11:49,bathroom,google,g_03,TX,34.4,sold,BuyerE,43.67,
L000320,2026-06-02 7:18,roofing,facebook,fb_03,CA,20.18,sold,BuyerA,36.38,
L000321,2026-06-02 11:25,roofing,facebook,fb_07,FL,20.32,sold,BuyerC,50.29,
L000322,2026-06-02 20:19,roofing,facebook,fb_04,MI,26.66,sold,BuyerA,34.34,
L000323,2026-06-02 10:04,roofing,facebook,fb_03,SC,28.81,sold,BuyerA,34.65,
L000324,2026-06-02 10:51,roofing,native,nt_01,PA,21.19,returned,BuyerD,33.3,not_homeowner
L000325,2026-06-02 17:32,roofing,facebook,fb_02,OH,20.47,sold,BuyerD,35.85,
L000326,2026-06-02 20:48,roofing,facebook,fb_03,AZ,22.74,sold,BuyerA,37.16,
L000327,2026-06-02 12:58,windows,native,nt_01,IN,13.68,sold,BuyerA,31.6,
L000328,2026-06-02 14:40,bathroom,facebook,fb_03,CA,27.56,unsold,,,
L000329,2026-06-02 12:18,windows,google,g_02,TX,23.68,unsold,,,
L000330,2026-06-02 15:02,roofing,facebook,fb_04,CO,24.48,sold,BuyerA,33.12,
L000331,2026-06-02 12:31,roofing,google,g_02,OH,31.3,sold,BuyerA,36.99,
L000332,2026-06-02 13:29,windows,facebook,fb_07,OH,20.5,sold,BuyerA,30.46,
L000333,2026-06-02 10:42,bathroom,google,g_01,ND,36.12,unsold,,,
L000334,2026-06-02 16:16,roofing,facebook,fb_02,MI,24.64,sold,BuyerA,35.69,
L000335,2026-06-02 19:10,bathroom,facebook,fb_07,GA,25.97,sold,BuyerB,42.03,
L000336,2026-06-02 11:43,bathroom,google,g_03,GA,34.08,sold,BuyerB,46.1,
L000337,2026-06-02 23:02,roofing,facebook,fb_03,MI,25.01,sold,BuyerA,33.31,
L000338,2026-06-02 12:01,bathroom,facebook,fb_05,MI,29,sold,BuyerB,44.7,
L000339,2026-06-02 10:35,roofing,facebook,fb_07,MI,25.55,sold,BuyerA,35.71,
L000340,2026-06-02 16:00,roofing,native,nt_01,TX,19.78,sold,BuyerC,53.31,
L000341,2026-06-02 10:24,roofing,google,g_04,TX,28.48,sold,BuyerC,52.69,
L000342,2026-06-02 17:01,roofing,facebook,fb_07,CO,26.09,sold,BuyerD,31.22,
L000343,2026-06-02 8:51,roofing,facebook,fb_04,TX,16.51,sold,BuyerC,52.73,
L000344,2026-06-02 18:49,roofing,google,g_02,FL,28.76,sold,BuyerA,39.55,
L000345,2026-06-02 11:14,roofing,google,g_03,CA,35.61,returned,BuyerA,34.13,out_of_service_area
L000346,2026-06-02 18:27,windows,facebook,fb_02,PA,19.58,sold,BuyerA,30.79,
L000347,2026-06-02 16:20,windows,google,g_01,SC,26.89,sold,BuyerA,31.14,
L000348,2026-06-02 18:05,windows,google,g_03,NC,26.13,sold,BuyerB,27.14,
L000349,2026-06-02 7:44,bathroom,facebook,fb_01,GA,23.1,returned,BuyerB,45.76,bad_number
L000350,2026-06-02 8:15,roofing,facebook,fb_05,TX,21.61,unsold,,,
L000351,2026-06-02 11:04,bathroom,native,nt_01,ID,25.55,unsold,,,
L000352,2026-06-02 16:00,roofing,facebook,fb_01,MO,22.55,sold,BuyerD,35.7,
L000353,2026-06-02 13:49,roofing,facebook,fb_06,GA,21.28,sold,BuyerA,35.07,
L000354,2026-06-02 11:16,roofing,facebook,fb_03,TX,21.51,sold,BuyerD,33.57,
L000355,2026-06-02 15:17,bathroom,facebook,fb_01,TX,30.44,sold,BuyerB,41.34,
L000356,2026-06-02 12:14,roofing,facebook,fb_06,NC,24.9,sold,BuyerA,39.33,
L000357,2026-06-02 13:02,roofing,google,g_01,TX,29.17,sold,BuyerD,34.63,
L000358,2026-06-02 10:17,roofing,google,g_01,FL,24.72,sold,BuyerA,38.74,
L000359,2026-06-02 13:22,windows,facebook,fb_05,TX,22.27,sold,BuyerA,30.44,
L000360,2026-06-02 14:17,bathroom,facebook,fb_06,VA,20.57,sold,BuyerB,41.97,
L000361,2026-06-02 11:36,roofing,facebook,fb_07,OH,21.16,sold,BuyerD,34.33,
L000362,2026-06-02 16:56,roofing,google,g_03,CA,35.69,unsold,,,
L000363,2026-06-02 13:12,windows,facebook,fb_01,ID,16.96,sold,BuyerA,30.74,
L000364,2026-06-02 15:21,roofing,native,nt_01,CA,20.44,sold,BuyerD,31.55,
L000365,2026-06-02 17:20,bathroom,facebook,fb_03,CA,21.03,sold,BuyerB,44.67,
L000366,2026-06-02 11:42,roofing,facebook,fb_04,GA,26.14,sold,BuyerD,34.46,
L000367,2026-06-02 12:41,roofing,google,g_04,PA,37.85,sold,BuyerD,33.97,
L000368,2026-06-02 14:04,bathroom,facebook,fb_06,WY,34.58,sold,BuyerB,40.87,
L000369,2026-06-02 16:22,windows,facebook,fb_05,IL,16.54,sold,BuyerA,29.47,
L000370,2026-06-02 8:19,bathroom,facebook,fb_05,NY,26.82,sold,BuyerE,42.08,
L000371,2026-06-02 16:57,bathroom,facebook,fb_04,MI,29.92,returned,BuyerE,40.41,changed_mind
L000372,2026-06-02 11:23,roofing,google,g_01,TX,21.73,sold,BuyerA,40.56,
L000373,2026-06-02 17:06,bathroom,facebook,fb_06,SC,24.85,sold,BuyerB,45.81,
L000374,2026-06-02 17:37,roofing,facebook,fb_02,NY,20.59,unsold,,,
L000375,2026-06-02 16:16,roofing,facebook,fb_04,FL,20.71,sold,BuyerA,35.04,
L000376,2026-06-02 17:07,roofing,google,g_01,NC,36,sold,BuyerD,36.44,
L000377,2026-06-02 10:15,roofing,facebook,fb_06,FL,22.78,sold,BuyerA,39.36,
L000378,2026-06-02 14:46,roofing,facebook,fb_04,ID,23.63,sold,BuyerD,32.63,
L000379,2026-06-02 11:59,roofing,facebook,fb_04,TX,19.82,unsold,,,
L000380,2026-06-02 18:16,windows,facebook,fb_05,AZ,21.2,sold,BuyerA,29.63,
L000381,2026-06-02 21:18,roofing,native,nt_02,CA,18.36,sold,BuyerA,32.7,
L000382,2026-06-02 11:08,roofing,native,nt_02,FL,18.06,sold,BuyerA,35.86,
L000383,2026-06-02 11:34,roofing,google,g_04,CA,25.64,sold,BuyerD,35.45,
L000384,2026-06-02 13:43,windows,google,g_02,NY,29.13,unsold,,,
L000385,2026-06-02 10:23,roofing,native,nt_01,NC,19.71,sold,BuyerD,36.1,
L000386,2026-06-02 15:13,bathroom,facebook,fb_02,NJ,27.71,sold,BuyerE,36.95,
L000387,2026-06-02 12:38,windows,google,g_02,GA,27.61,sold,BuyerB,28.9,
L000388,2026-06-02 8:19,windows,facebook,fb_05,TN,18.07,sold,BuyerA,27.94,
L000389,2026-06-02 16:50,windows,google,g_01,MO,30.03,returned,BuyerA,28.03,no_answer
L000390,2026-06-02 9:44,roofing,native,nt_01,TX,17.61,sold,BuyerA,35.57,
L000391,2026-06-02 10:01,roofing,google,g_04,OH,28.43,sold,BuyerA,36.3,
L000392,2026-06-02 17:13,roofing,google,g_02,AZ,33.44,sold,BuyerD,34.99,
L000393,2026-06-03 9:29,roofing,facebook,fb_01,NC,21.96,sold,BuyerA,36.35,
L000394,2026-06-03 18:12,roofing,google,g_01,GA,24.37,sold,BuyerC,54.2,
L000395,2026-06-03 22:52,windows,google,g_01,NJ,20.37,unsold,,,
L000396,2026-06-03 22:10,windows,facebook,fb_04,MI,17.8,returned,BuyerA,31.73,bad_number
L000397,2026-06-03 12:00,bathroom,facebook,fb_02,TX,27.68,sold,BuyerB,44.5,
L000398,2026-06-03 8:54,bathroom,facebook,fb_07,MI,18.77,sold,BuyerB,43.23,
L000399,2026-06-03 10:51,bathroom,facebook,fb_04,GA,28.75,sold,BuyerB,45.33,
L000400,2026-06-03 11:32,bathroom,facebook,fb_04,NC,24.34,returned,BuyerB,46.37,no_answer
L000401,2026-06-03 15:21,windows,facebook,fb_07,NC,11.54,unsold,,,
L000402,2026-06-03 18:45,windows,native,nt_02,TX,18.45,sold,BuyerA,32.13,
L000403,2026-06-03 19:38,roofing,facebook,fb_07,IL,24.6,returned,BuyerA,37.75,out_of_service_area
L000404,2026-06-03 13:50,bathroom,facebook,fb_02,GA,28.38,sold,BuyerB,43.4,
L000405,2026-06-03 17:33,windows,google,g_01,AZ,29,sold,BuyerB,30.64,
L000406,2026-06-03 15:58,windows,native,nt_01,CO,15.49,sold,BuyerA,30.65,
L000407,2026-06-03 13:48,roofing,facebook,fb_05,CO,22.63,sold,BuyerA,36.13,
L000408,2026-06-03 11:58,bathroom,facebook,fb_01,TN,28.22,sold,BuyerB,39.57,
L000409,2026-06-03 6:25,windows,google,g_01,WY,31.99,unsold,,,
L000410,2026-06-03 19:39,windows,facebook,fb_02,CO,24.3,sold,BuyerB,29.27,
L000411,2026-06-03 10:08,roofing,google,g_01,GA,31.83,returned,BuyerC,53.44,bad_number
L000412,2026-06-03 10:46,windows,facebook,fb_05,NJ,20.24,returned,BuyerA,28.82,not_homeowner
L000413,2026-06-03 18:20,windows,facebook,fb_02,NC,19.33,sold,BuyerA,30.94,
L000414,2026-06-03 7:05,roofing,facebook,fb_03,TX,20.91,returned,BuyerC,51.61,no_answer
L000415,2026-06-03 21:09,windows,native,nt_01,VA,15.15,sold,BuyerA,30.15,
L000416,2026-06-03 10:03,bathroom,facebook,fb_01,NC,29.71,unsold,,,
L000417,2026-06-03 13:08,windows,facebook,fb_05,TX,22.23,returned,BuyerA,30.9,changed_mind
L000418,2026-06-03 9:38,bathroom,facebook,fb_03,VA,26.11,sold,BuyerB,43.85,
L000419,2026-06-03 15:05,windows,facebook,fb_02,TX,20.22,sold,BuyerA,32.72,
L000420,2026-06-03 12:31,roofing,facebook,fb_03,NC,23.28,sold,BuyerD,33.24,
L000421,2026-06-03 16:02,roofing,google,g_01,SC,25.05,sold,BuyerA,34.32,
L000422,2026-06-03 16:01,bathroom,facebook,fb_02,AZ,23.18,unsold,,,
L000423,2026-06-03 14:26,windows,google,g_04,CA,24.16,sold,BuyerA,30.48,
L000424,2026-06-03 10:10,bathroom,facebook,fb_06,NJ,23.95,sold,BuyerE,43.95,
L000425,2026-06-03 9:37,bathroom,facebook,fb_04,SC,24.68,returned,BuyerB,44.23,no_answer
L000426,2026-06-03 17:17,bathroom,native,nt_01,IL,23.83,sold,BuyerE,43.51,
L000427,2026-06-03 14:50,roofing,google,g_02,MO,29.2,sold,BuyerA,32.03,
L000428,2026-06-03 17:43,roofing,facebook,fb_03,VA,24.2,sold,BuyerA,33.73,
L000429,2026-06-03 12:04,windows,facebook,fb_03,SC,18.9,sold,BuyerA,31.48,
L000430,2026-06-03 17:52,bathroom,facebook,fb_07,MT,29.36,unsold,,,
L000431,2026-06-03 19:57,windows,google,g_03,NY,32.27,sold,BuyerA,28.87,
L000432,2026-06-03 21:40,bathroom,google,g_01,PA,34.33,sold,BuyerB,44.1,
L000433,2026-06-03 17:49,roofing,facebook,fb_01,TX,14.39,sold,BuyerA,34.25,
L000434,2026-06-03 11:00,windows,facebook,fb_04,CA,18.27,sold,BuyerA,29.41,
L000435,2026-06-03 12:26,roofing,facebook,fb_04,CA,25.34,sold,BuyerA,36.04,
L000436,2026-06-03 9:22,windows,facebook,fb_01,AZ,20.39,sold,BuyerA,30.85,
L000437,2026-06-03 16:42,windows,google,g_03,NY,29.44,sold,BuyerA,29.67,
L000438,2026-06-03 21:00,roofing,google,g_04,TX,34.59,sold,BuyerC,50.93,
L000439,2026-06-03 12:08,windows,facebook,fb_08,MO,22.51,returned,BuyerA,27.93,bad_number
L000440,2026-06-03 16:14,roofing,facebook,fb_06,TX,20.45,sold,BuyerC,49.57,
L000441,2026-06-03 6:15,roofing,google,g_03,SC,39.71,sold,BuyerD,34.99,
L000442,2026-06-03 13:27,bathroom,facebook,fb_02,TN,24.03,sold,BuyerB,43.51,
L000443,2026-06-03 10:14,roofing,native,nt_01,FL,20.89,sold,BuyerC,52.02,
L000444,2026-06-03 17:47,roofing,google,g_02,TX,28.77,sold,BuyerC,52.37,
L000445,2026-06-03 15:22,windows,native,nt_01,SC,13.97,sold,BuyerA,27.7,
L000446,2026-06-03 16:43,roofing,facebook,fb_01,GA,24.55,sold,BuyerC,52.2,
L000447,2026-06-03 11:39,windows,facebook,fb_06,FL,22.17,sold,BuyerA,28.92,
L000448,2026-06-03 11:38,roofing,facebook,fb_04,FL,26.39,sold,BuyerC,53.95,
L000449,2026-06-03 6:18,windows,facebook,fb_04,ID,20.74,sold,BuyerA,30.16,
L000450,2026-06-03 6:57,roofing,facebook,fb_04,NC,19.78,sold,BuyerD,34.62,
L000451,2026-06-03 13:14,windows,facebook,fb_06,VA,21.75,sold,BuyerA,32.16,
L000452,2026-06-03 10:40,bathroom,facebook,fb_02,FL,27.57,sold,BuyerB,48.31,
L000453,2026-06-03 21:08,roofing,facebook,fb_04,TX,25.92,sold,BuyerC,52.37,
L000454,2026-06-03 15:27,roofing,facebook,fb_03,NC,24.59,sold,BuyerA,36.09,
L000455,2026-06-03 15:06,bathroom,facebook,fb_03,CA,26,sold,BuyerB,43.57,
L000456,2026-06-03 13:15,bathroom,facebook,fb_01,IL,28.54,sold,BuyerB,45.55,
L000457,2026-06-03 16:07,roofing,facebook,fb_03,ID,23.68,sold,BuyerA,36.65,
L000458,2026-06-03 20:30,windows,google,g_04,MT,32.71,sold,BuyerA,29.84,
L000459,2026-06-03 9:02,windows,facebook,fb_08,NJ,16.4,sold,BuyerA,30.2,
L000460,2026-06-03 18:20,roofing,facebook,fb_06,FL,22.96,sold,BuyerC,50.34,
L000461,2026-06-03 14:49,windows,facebook,fb_07,TX,21.96,sold,BuyerA,29.42,
L000462,2026-06-03 11:43,bathroom,facebook,fb_02,CA,25.92,sold,BuyerE,37.09,
L000463,2026-06-03 8:36,roofing,facebook,fb_01,GA,24.14,returned,BuyerD,35.25,duplicate
L000464,2026-06-03 12:51,windows,facebook,fb_03,MO,22.06,sold,BuyerA,31.14,
L000465,2026-06-03 12:53,roofing,google,g_02,CO,29.88,sold,BuyerA,32.04,
L000466,2026-06-03 9:11,bathroom,facebook,fb_08,MI,24.43,sold,BuyerE,40.15,
L000467,2026-06-03 20:10,windows,facebook,fb_01,NY,20.39,sold,BuyerB,30.15,
L000468,2026-06-03 12:37,windows,facebook,fb_02,NY,21.12,sold,BuyerA,30.1,
L000469,2026-06-03 11:28,bathroom,google,g_02,AZ,25.54,sold,BuyerB,44.16,
L000470,2026-06-03 19:58,windows,facebook,fb_04,FL,20.38,returned,BuyerA,30.35,no_answer
L000471,2026-06-03 14:03,roofing,google,g_02,MI,24.5,sold,BuyerA,37.73,
L000472,2026-06-03 15:46,windows,facebook,fb_03,OH,24.42,sold,BuyerB,29.71,
L000473,2026-06-03 12:32,windows,facebook,fb_08,TX,19.08,sold,BuyerA,30.52,
L000474,2026-06-03 12:09,roofing,facebook,fb_06,NY,21.61,sold,BuyerA,37.04,
L000475,2026-06-03 6:03,windows,facebook,fb_01,TN,23.69,sold,BuyerA,30.71,
L000476,2026-06-03 8:12,bathroom,native,nt_01,TX,18.64,sold,BuyerB,43.96,
L000477,2026-06-03 22:03,windows,facebook,fb_06,NC,22.56,sold,BuyerA,30.75,
L000478,2026-06-03 18:52,bathroom,facebook,fb_01,GA,22.6,sold,BuyerB,46.45,
L000479,2026-06-03 15:14,roofing,facebook,fb_05,CA,19.74,unsold,,,
L000480,2026-06-03 12:23,bathroom,native,nt_02,TN,20.89,sold,BuyerB,40.52,
L000481,2026-06-03 16:49,windows,facebook,fb_02,OH,22.92,unsold,,,
L000482,2026-06-03 19:07,roofing,facebook,fb_02,NY,17.36,sold,BuyerA,35.23,
L000483,2026-06-03 6:45,windows,facebook,fb_08,CA,17.82,sold,BuyerA,30.04,
L000484,2026-06-03 21:32,windows,google,g_02,FL,27.25,sold,BuyerA,29.67,
L000485,2026-06-03 6:12,windows,native,nt_01,FL,17.2,sold,BuyerF,27.64,
L000486,2026-06-03 16:29,bathroom,facebook,fb_02,OH,30,sold,BuyerB,44.43,
L000487,2026-06-03 14:30,roofing,facebook,fb_03,NJ,21.71,sold,BuyerD,34.23,
L000488,2026-06-03 16:46,bathroom,facebook,fb_05,NY,21.55,sold,BuyerE,41.77,
L000489,2026-06-03 18:14,roofing,google,g_03,NY,39.09,sold,BuyerD,33.29,
L000490,2026-06-03 7:34,roofing,facebook,fb_02,MI,25.79,sold,BuyerD,31.82,
L000491,2026-06-03 11:46,roofing,facebook,fb_07,MI,22.39,sold,BuyerA,35.67,
L000492,2026-06-03 6:26,bathroom,facebook,fb_01,AZ,23.94,returned,BuyerB,40.88,out_of_service_area
L000493,2026-06-03 12:31,bathroom,google,g_03,TX,29.32,sold,BuyerB,41.96,
L000494,2026-06-03 14:29,roofing,facebook,fb_03,VA,22.65,sold,BuyerD,38.11,
L000495,2026-06-03 12:14,windows,facebook,fb_07,NC,22.65,sold,BuyerB,30.44,
L000496,2026-06-03 23:27,roofing,native,nt_02,MO,17.58,returned,BuyerA,36.5,out_of_service_area
L000497,2026-06-03 13:41,bathroom,facebook,fb_08,GA,28.05,returned,BuyerE,39.59,not_homeowner
L000498,2026-06-03 13:40,roofing,google,g_02,TX,32.59,sold,BuyerD,36.73,
L000499,2026-06-03 10:11,windows,google,g_01,FL,24.13,sold,BuyerA,30.22,
L000500,2026-06-03 15:10,roofing,google,g_02,FL,26.34,sold,BuyerC,51.45,
L000501,2026-06-03 10:47,roofing,facebook,fb_08,TX,20.2,sold,BuyerC,51.79,
L000502,2026-06-03 6:32,windows,native,nt_02,VA,14.27,sold,BuyerA,29.47,
L000503,2026-06-03 10:38,bathroom,facebook,fb_07,TX,28.71,sold,BuyerB,41.45,
L000504,2026-06-03 9:37,roofing,facebook,fb_07,CA,20.7,sold,BuyerA,38.08,
L000505,2026-06-03 11:59,roofing,facebook,fb_05,IL,20.95,returned,BuyerA,35.18,no_answer
L000506,2026-06-03 19:41,roofing,facebook,fb_03,CA,26.75,sold,BuyerA,34.25,
L000507,2026-06-03 20:15,bathroom,facebook,fb_05,TN,24.27,sold,BuyerB,44.54,
L000508,2026-06-03 11:50,windows,facebook,fb_01,SC,18.45,unsold,,,
L000509,2026-06-03 14:48,bathroom,google,g_01,TX,23.07,sold,BuyerB,42.19,
L000510,2026-06-03 16:59,roofing,google,g_04,FL,32.89,sold,BuyerC,52.46,
L000511,2026-06-03 15:31,roofing,facebook,fb_03,NC,20.39,sold,BuyerA,33.88,
L000512,2026-06-03 15:10,bathroom,facebook,fb_04,OH,27.79,sold,BuyerB,42.29,
L000513,2026-06-03 10:16,windows,facebook,fb_03,OH,16.26,sold,BuyerA,30.78,
L000514,2026-06-03 8:31,windows,facebook,fb_08,SC,18.12,sold,BuyerA,27.57,
L000515,2026-06-03 12:56,windows,google,g_04,GA,25.39,sold,BuyerA,28.26,
L000516,2026-06-03 18:43,bathroom,google,g_03,AZ,37.16,sold,BuyerB,42.48,
L000517,2026-06-03 11:07,windows,google,g_01,NC,26.61,sold,BuyerB,28.77,
L000518,2026-06-03 9:04,windows,native,nt_02,GA,14.24,sold,BuyerA,31.54,
L000519,2026-06-03 20:14,bathroom,facebook,fb_05,MT,22.53,unsold,,,
L000520,2026-06-03 10:08,roofing,facebook,fb_07,NJ,24.2,sold,BuyerA,34.03,
L000521,2026-06-03 10:06,bathroom,google,g_02,TX,27.43,sold,BuyerB,46.75,
L000522,2026-06-03 13:40,bathroom,facebook,fb_01,MO,25.88,sold,BuyerE,41.38,
L000523,2026-06-03 15:06,bathroom,facebook,fb_08,WY,23.38,unsold,,,
L000524,2026-06-03 16:17,roofing,facebook,fb_06,OH,18.28,sold,BuyerA,34.71,
L000525,2026-06-03 14:14,bathroom,facebook,fb_03,WY,28.83,unsold,,,
L000526,2026-06-03 6:33,windows,facebook,fb_01,IL,17.24,sold,BuyerA,34.48,
L000527,2026-06-03 13:43,roofing,google,g_04,WY,28.87,sold,BuyerD,34.86,
L000528,2026-06-03 14:49,roofing,native,nt_02,MO,17.42,sold,BuyerA,34.01,
L000529,2026-06-03 11:54,bathroom,facebook,fb_01,NY,27.68,sold,BuyerB,44.03,
L000530,2026-06-03 17:13,roofing,facebook,fb_08,TX,23.23,sold,BuyerC,52.04,
L000531,2026-06-03 19:17,roofing,facebook,fb_04,MI,20.59,sold,BuyerD,36.26,
L000532,2026-06-03 8:42,windows,google,g_01,PA,27.04,sold,BuyerA,28.78,
L000533,2026-06-03 11:39,windows,facebook,fb_07,GA,22.58,sold,BuyerB,29.57,
L000534,2026-06-03 12:08,bathroom,facebook,fb_08,MO,29.52,sold,BuyerE,40.38,
L000535,2026-06-03 12:12,windows,facebook,fb_05,CO,18.73,unsold,,,
L000536,2026-06-03 15:43,windows,facebook,fb_01,NJ,20.32,sold,BuyerA,28.79,
L000537,2026-06-03 19:59,windows,facebook,fb_07,AZ,19.6,sold,BuyerB,27.38,
L000538,2026-06-03 7:28,windows,facebook,fb_04,MI,19.5,sold,BuyerA,28.91,
L000539,2026-06-03 11:39,roofing,facebook,fb_07,MO,17.84,sold,BuyerA,34.81,
L000540,2026-06-03 10:46,roofing,native,nt_01,VA,19.85,sold,BuyerD,36.11,
L000541,2026-06-03 14:46,roofing,google,g_01,NJ,32.22,sold,BuyerD,33.46,
L000542,2026-06-03 11:13,bathroom,google,g_02,PA,38.9,returned,BuyerB,42.18,changed_mind
L000543,2026-06-03 9:53,bathroom,facebook,fb_02,TN,26.86,sold,BuyerB,42.91,
L000544,2026-06-03 16:58,bathroom,native,nt_01,NY,23.27,sold,BuyerB,47.42,
L000545,2026-06-03 15:28,bathroom,facebook,fb_05,PA,28.94,sold,BuyerE,37.77,
L000546,2026-06-03 12:19,bathroom,facebook,fb_03,NC,25.42,sold,BuyerE,37.35,
L000547,2026-06-03 15:55,roofing,facebook,fb_02,NY,21.25,sold,BuyerA,34.02,
L000548,2026-06-03 7:17,windows,facebook,fb_08,GA,22.71,sold,BuyerA,30.69,
L000549,2026-06-03 15:04,bathroom,google,g_02,WY,35.68,unsold,,,
L000550,2026-06-03 16:58,windows,google,g_03,NC,31.81,sold,BuyerA,31.3,
L000551,2026-06-03 12:54,bathroom,google,g_02,PA,30.52,sold,BuyerE,43.53,
L000552,2026-06-03 7:16,roofing,facebook,fb_02,AZ,23.89,sold,BuyerA,35.34,
L000553,2026-06-03 15:04,bathroom,native,nt_02,AZ,22.67,sold,BuyerB,44.51,
L000554,2026-06-03 13:32,bathroom,facebook,fb_06,SC,30,sold,BuyerE,42.59,
L000555,2026-06-03 17:16,roofing,facebook,fb_01,FL,24.31,unsold,,,
L000556,2026-06-03 11:31,roofing,facebook,fb_01,TX,22.57,sold,BuyerD,32.36,
L000557,2026-06-03 8:56,bathroom,google,g_02,CO,35.42,sold,BuyerB,41.5,
L000558,2026-06-03 22:29,roofing,facebook,fb_04,FL,26.52,sold,BuyerA,37.94,
L000559,2026-06-03 11:21,roofing,facebook,fb_04,PA,21.07,sold,BuyerD,33.85,
L000560,2026-06-03 8:16,windows,facebook,fb_08,GA,20.44,sold,BuyerA,29.06,
L000561,2026-06-03 21:00,bathroom,facebook,fb_07,VA,25.4,sold,BuyerB,43.17,
L000562,2026-06-03 7:14,roofing,native,nt_01,NY,16.58,sold,BuyerD,34.97,
L000563,2026-06-03 18:03,roofing,facebook,fb_08,FL,24.82,returned,BuyerA,35.85,no_answer
L000564,2026-06-03 18:57,windows,facebook,fb_07,SC,20.91,returned,BuyerA,32.22,not_homeowner
L000565,2026-06-03 12:00,roofing,facebook,fb_01,TX,23.02,sold,BuyerD,35.23,
L000566,2026-06-03 11:10,windows,facebook,fb_02,FL,20.49,sold,BuyerA,32.32,
L000567,2026-06-04 14:22,windows,facebook,fb_04,NY,19.45,sold,BuyerB,30.11,
L000568,2026-06-04 18:43,roofing,facebook,fb_04,FL,25.25,sold,BuyerC,53.32,
L000569,2026-06-04 16:17,roofing,facebook,fb_03,GA,21.91,unsold,,,
L000570,2026-06-04 17:56,roofing,facebook,fb_04,NY,21.57,returned,BuyerD,33,no_answer
L000571,2026-06-04 13:24,windows,google,g_01,MI,34.97,sold,BuyerA,30.77,
L000572,2026-06-04 6:02,windows,native,nt_01,CA,18.34,sold,BuyerA,30.31,
L000573,2026-06-04 14:37,windows,facebook,fb_08,IN,16.94,sold,BuyerA,29.49,
L000574,2026-06-04 9:36,roofing,facebook,fb_03,NY,25.49,sold,BuyerA,39.12,
L000575,2026-06-04 13:49,windows,facebook,fb_05,NJ,21.48,sold,BuyerB,30.12,
L000576,2026-06-04 18:31,windows,native,nt_02,ND,12.95,sold,BuyerA,30.18,
L000577,2026-06-04 11:26,windows,facebook,fb_06,MI,15.58,sold,BuyerA,30.57,
L000578,2026-06-04 10:58,roofing,facebook,fb_05,CO,24.71,sold,BuyerA,37.15,
L000579,2026-06-04 17:29,windows,google,g_01,FL,30.74,unsold,,,
L000580,2026-06-04 13:57,windows,facebook,fb_02,PA,20.88,sold,BuyerA,30.03,
L000581,2026-06-04 9:14,roofing,native,nt_01,TX,18.33,unsold,,,
L000582,2026-06-04 15:00,roofing,google,g_01,PA,33.25,sold,BuyerD,32.7,
